Nazwa	Skrót	Kod	Kod paskowy	Pierwszy dod. kod pask.	Typ	Kod grupy	Grupa	Jednostka	PKWiU	VATs	VATz	Ilość	Opak.zb.	Gramatura	Ce.zak.netto	Ce.sprz.netto	Ce.sprz.brutto	WPromocji:	Używaj limitów	Limit dolny	Limit górny	Marza bazowa	Narzut bazowy	Zapas na	LiczbaDniPrzydatnosci	Fotografia	Uwagi	Klas1	Klas2	Klas3	Klas4	Klas5	Klas6	Klas7	Klas8	Klas9	Klas10	DataWpisu	Opis
IMM.K.Rura    60 x 1000		2410			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	34.70	52.03	64.00		0	1	1			14														2013-10-07	
M.KAN W Rura 110 x 315	002654	2403			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	20	1	1	3.00	4.07	5.00		0	1	1			14														2013-09-30	
ZBIORNIK HYDROFOROWY PRZEP. 150L   PION		2402			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	403.25	519.51	639.00		0	1	1			14			przeponowy											2013-09-30	
WYMIENNIK DWUPŁASZCZOWY 120L poliur.		2401			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	532.08	634.15	780.00		0	1	1			14														2013-09-30	
GLIKOL  beczka 120L   -35stC		2400			Towar	1	Ogólna	l	Bez SWW	23%	23%	0	1	1	6.33	6.99	8.60		0	1	1			14			"PŁYN TERMALNY ""INNOVA-TERM"""											2013-09-30	
BATERIA Sola WANNA ŚCIENNA GOSHE		2397			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	52.02	65.03	79.99		0	1	1			14			ze słuchawką prysznicową											2013-09-18	
BATERIA Nuria UMYWAL. ŚCIENNA GOSHE		2396			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	45.00	53.66	66.00		0	1	1			14														2013-09-18	
Głowica baterii suwakowa  1/2  GZ		2398			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	7	1	1	2.79	4.02	4.95		0	1	1			14			Ch											2013-09-18	
Głowica baterii suwakowa  1/2  GW		2399			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	2.79	4.02	4.95		0	1	1			14			Dz											2013-09-18	
M.KAN Z Rura 110 * 6000   3.2	027560	2395			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	50.48	56.10	69.00		0	1	1			14			"pomarańczowy  klasa S
WAVIN"											2013-09-17	
KAN Rura giętka fi 50		2394			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.01	5.69	7.00		0	1	1			14														2013-09-13	
M.OC RURA   1/2*	002061	2393			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	7.7	1	1	5.04	6.75	8.30		0	1	1			14														2013-09-10	
M.Grzejnik WEBERMAN V22 500x1400	024668	2392			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	301.92	402.44	495.00		0	1	1			14			WEBERMAN											2013-09-10	
M.Grzejnik PSB stalowy P6R V22 500x1400	019531	2391			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	281.28	313.01	385.00		0	1	1			14			WEBERMAN											2013-09-10	
M.Grzejnik PSB stalowy P6R V22 500x1000	019531	2390			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	218.12	288.62	355.00		0	1	1			14			WEBERMAN											2013-09-10	
M.Grzejnik WEBERMAN V22 500x1100	013104	2389			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	249.70	333.33	410.00		0	1	1			14			WEBERMAN											2013-09-10	
M.Miska wisząca GAP  ROCA	005623	2388			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	412.73	458.54	564.00		0	1	1			14														2013-09-10	
M.Deska sedesowa wolnoopadająca GAP	006504	2387			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	218.70	243.89	299.98		0	1	1			14			ROCA											2013-09-10	
M.Bateria umywalkowa ROCA	007879	2386			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	212.19	239.84	295.00		0	1	1			14														2013-09-10	
M.Bateria wannowa ROCA	007780	2385			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	251.98	280.49	345.00		0	1	1			14														2013-09-10	
M.PEX S ZŁĄCZKA PRZY. 14 * 3/4 GW	016404	2384			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	21	1	1	5.05	11.38	14.00		0	1	1			14														2013-09-10	
Grzejnik łazienkowy HENIXS GP2 62/28		2383			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	450.00	568.29	699.00		0	1	1			14														2013-09-05	
Grzejnik łazienkowy HENIXS GP2 30/80		2382			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	470.00	568.29	699.00		0	1	1			14														2013-09-05	
OC Rura 1/2  2-stronnie gwintowana 30cm		2380			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.59	5.85	7.20		0	1	1			14														2013-09-04	
OC Rura 1/2  2-stronnie gwintowana 305cm		2379			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	16.17	22.85	28.10		0	1	1			14														2013-09-04	
OC Rura 1/2  2-stronnie gwintowana 300cm		2378			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	15.90	22.52	27.70		0	1	1			14														2013-09-04	
OC Rura 1/2  2-stronnie gwintowana 25cm		2381			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.33	4.72	5.80		0	1	1			14														2013-09-04	
M.POMPA CYRKULACYJNA WITA	001693	2374			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	253.90	317.07	390.00		0	1	1			14														2013-09-03	
M.Styropian DALMATYNCZYK twardy 3cm	028176	2377			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0.3	1	1	129.78	160.98	198.00		0	1	1			14			TERMOORGANIKA											2013-09-03	
M.ABIZOL R grunt bitum. 9kg TYTAN SELENA	010965	2376			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0	1	1	32.06	37.72	46.40		0	1	1			14														2013-09-03	
M.Styropian DALMATYNCZYK twardy 2cm	028260	2375			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0.3	1	1	134.40	160.98	198.00		0	1	1			14			TERMOORGANIKA											2013-09-03	
M.Deszczownia CASCADA CURRY DEANTE	007783	2361			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	1	1	1	687.46	808.78	994.80		0	1	1			14			DEANTE											2013-08-30	
M.Gwóźdź bud. czarny 70x230	001023	2360			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	5	1	1	2.99	4.72	5.80		0	1	1			14														2013-08-30	
M.Ściernica listkowa 115 x 80mm	014700	2359			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	3.65	5.28	6.50		0	1	1			14			KOELNER											2013-08-30	
M.Kratka osłona wentyl. z s. 190x190	003879	2358			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	6.22	8.54	10.50		0	1	1			14			"Osłona wentylacyjana z siatką 190x190mm 
PRZYBYSZ"											2013-08-30	
M.Ściernica listkowa 125 x 80mm	017165	2357			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	3.87	5.28	6.50		0	1	1			14			KOELNER											2013-08-30	
M.Kratka wentyl. z siatką BIAŁA 140x140	003879	2356			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.26	6.91	8.50		0	1	1			14			"Kratka wentylacyjana z siatką wąsy biała TUWS 140x140mm 
AWENTA"											2013-08-30	
M.Kratka wentyl. skośna z s. BIAŁA 11x27	023782	2362			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	7.37	10.53	12.95		0	1	1			14			"Kratka wentylacyjana z siatką 110x270 biała
PRZYBYSZ"											2013-08-30	
M.Grzejnik aluminiowy CALYPSO	021257	2354			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	19.43	22.76	28.00		0	1	1			14		C:\Users\Rafal\Downloads\grzejnik-aluminiowy-jaspis-80-armatura-krakow,big.jpg	"IDMAR
800mm szer , 573mm wys. , montaż 50cm                      - głębokość 800mm"											2013-08-30	
M.Grzałka do grzejnika drabinkowego	016427	2367			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	81.37	101.63	125.00		0	1	1			14			"BIAŁA  300W
ELIKO"											2013-08-30	
KLAPKA MAŁA BIAŁA   WC706		2355			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	64.00	78.86	97.00		0	1	1			14			"WC706
KLAPKA MAŁA WC  BIAŁA.  995N/980N"											2013-08-30	
M.Natrysk ZESTAW PICCOLA chrom DEANTE	011912	2363			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	75.38	100.81	124.00		0	1	1			14			DEANTE											2013-08-30	
M.Drzwiczki rewizyjne met. komin 140x210	021119	2364			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	6.86	10.57	13.00		0	1	1			14			PRZYBYSZ											2013-08-30	
M.Zawór temperaturowy CALEFFI	028924	2366			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	281.19	330.81	406.90		0	1	1			14			"CALEFFI                      1""
55*C"											2013-08-30	
IMM.K.Rura    80 x 500		2368			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	25.36	39.02	48.00		0	1	1			14														2013-08-30	
VAILL.RURA PRZEDŁ. PP   1m		2369			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	38.94	47.90		0	1	1			14														2013-08-30	
VAILL.RURA PRZEDŁ. PP   0,5m		2370			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	30.08	37.00		0	1	1			14														2013-08-30	
WENTYLATOR ŁAZIENKOWY  fi100   SILENTA		2371			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	72.89	89.65		0	1	1			14														2013-08-30	
M.KAN Z Rura 160 * 3000   3,2		2372			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	32.21	48.78	60.00		0	1	1			14														2013-08-30	
M.Kratka wentyl. skośna okr. BIAŁA 125	012575	2373			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	4.54	6.91	8.50		0	1	1			14			"Kratka wentylacyjana z siatką wąsy biała TUWS 140x140mm 
AWENTA"											2013-08-30	
M.Drzwiczki rewizyjne met. komin 150x300	001549	2365			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	19.26	26.42	32.50		0	1	1			14			"Drzwiczki rewizyjne z magnesem metalowe 150x300mm białe
PRZYBYSZ"											2013-08-30	
M.E.Listwa zaciskowa 12-torowa 10mm2		2353			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	4.46	5.61	6.90		0	1	1			14														2013-08-27	
M.E.Gniazdko z programatorem		2348			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	10.33	13.78	16.95		0	1	1			14			programator.1dn.mech. 1FD/2A P5502   Emo/1/12/24/											2013-08-27	
M.E.Wtyczka kątowa		2349			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	-3	1	1	2.19	2.76	3.40		0	1	1			14														2013-08-27	
M.E.Listwa zaciskowa 12-torowa 6mm2		2352			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	8	1	1	2.84	3.58	4.40		0	1	1			14														2013-08-27	
M.E.Listwa zaciskowa 12-torowa 4mm2		2351			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	9	1	1	2.48	3.13	3.85		0	1	1			14														2013-08-27	
M.E.Listwa zaciskowa 12-torowa  2,5mm2		2350			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	7	1	1	1.67	2.11	2.60		0	1	1			14														2013-08-27	
OC Rura 1/2  2-stronnie gwintowana 140cm		2347			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.42	13.58	16.70		0	1	1			14														2013-08-24	
OC Rura 1/2  2-stronnie gwintowana 130cm		2346			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	6.89	13.01	16.00		0	1	1			14														2013-08-24	
OC Rura 1/2  2-stronnie gwintowana 90cm		2345			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.77	10.81	13.30		0	1	1			14														2013-08-24	
OC Rura 1/2  2-stronnie gwintowana 80cm		2344			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.24	10.16	12.50		0	1	1			14														2013-08-23	
OC Rura 1/2  2-stronnie gwintowana 70cm		2343			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.71	9.19	11.30		0	1	1			14														2013-08-23	
OC Rura 1/2  2-stronnie gwintowana 60cm		2342			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.18	8.86	10.90		0	1	1			14														2013-08-23	
OC Rura 1/2  2-stronnie gwintowana 50cm		2341			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.65	8.13	10.00		0	1	1			14														2013-08-23	
Grzejnik Łazienkowy HENIKS G 24/80		2337			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	260.00	325.20	400.00		0	1	1			14														2013-08-17	
IMM.K.KOLANO    60    90	KKD06K90B2	2336			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	40.14	55.28	68.00		0	1	1			14														2013-08-17	
M.Umywalka MITO RED 60cm CERSANIT	008007	2339			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	56.65	78.86	97.00		0	1	1			14														2013-08-17	
Zestaw renowacyjny do wanien		2340			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	14.63	16.26	20.00		0	1	1			14														2013-08-17	
IMM.K.Rura koncentryczna 60/100  500	KPD06Ro5B1B3	2335			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	4	1	1	54.63	68.29	84.00		0	1	1			14														2013-08-17	
Grzejnik Łazienkowy HENIKS GŁ 14/50		2338			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	152.00	186.99	230.00		0	1	1			14			(535 x 810)											2013-08-17	
M.Grzejnik WEBERMAN V22 600x600		2334			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	179.52	239.84	295.00		0	1	1			14			WEBERMAN											2013-08-16	
IMM. STER.  TYBOX 117		2331			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	126.00	154.47	190.00		0	1	1			14														2013-08-14	
IMM. KOCIOŁ EOLO STAR  24kW  3E METANO		2330			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1579.89	2031.71	2499.00		0	1	1			14			3.019479											2013-08-14	
IMM. ZESTAW POZIOMY 60 x 100		2332			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	269.50	317.07	390.00		0	1	1			14														2013-08-14	
IMM. GRUPA PRZYŁĄCZENIOWA KOCIOŁ/ŚCIANA		2333			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	119.40	138.21	170.00		0	1	1			14			60/100											2013-08-14	
IMM. KOCIOŁ VICTRIX ZEUS SUPERIOR    32kW		2329			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7350.60	7739.84	9520.00		0	1	1			14														2013-08-14	
IMM.K.Komin denko - skraplacz KS 120 B2		2328			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	21.53	28.71	35.31		0	1	1			14														2013-08-09	
IMM.K.Komin Trójnik KS 120/90st B2		2327			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	35.74	47.66	58.62		0	1	1			14														2013-08-09	
IMM.K.Komin Rura KS 120/1m B2		2326			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	37.44	49.92	61.40		0	1	1			14														2013-08-09	
IMM.K.Komin Przejście dachowe 120 B3		2325			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	26.68	35.58	43.76		0	1	1			14														2013-08-09	
Perlator M-22  GW		2321			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	10	1	1	1.88	2.51	3.09		0	1	1			14														2013-08-08	
Perlator M-28  GZ		2323			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	8	1	1	2.55	3.40	4.18		0	1	1			14														2013-08-08	
Perlator M-24  GZ		2322			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	1.73	2.31	2.84		0	1	1			14														2013-08-08	
Brodzik SANIKA PATMOS E80/100 lewy		2318			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	369.51	439.02	540.00		0	1	1			14			"SANIKA PATMOS E 1000x800 lewy
RADAWAJ"											2013-08-05	
Kabina prysz. SANIKA P E80/100/190 ch/gr		2317			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	962.20	1146.30	1409.95		0	1	1			14			"SANIKA PREMIUM PLUS E 1000x800x1900 ch/graf
RADAWAJ"											2013-08-05	
Natrysk King NT-11 chrom 6 bieg		2320			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	58.54	69.11	85.00		0	1	1			14			RADEWAJ											2013-08-05	
IMM. ADAPTER 80/125	Wlot-wylot	2316			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	93.50	113.82	140.00		0	1	1			14														2013-07-30	
IMM. RURA PRZEDŁ.    80/125    1000		2315			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	110.00	138.21	170.00		0	1	1			14														2013-07-29	
IMM. KOCIOŁ HERCULES CONDENSING 26 2E		2314			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8544.00	9430.89	11600.00		0	1	1			14			3,019196											2013-07-29	
M.Grzejnik WEBERMAN V22 600x1400		2313			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	329.28	439.02	540.00		0	1	1			14			WEBERMAN											2013-07-29	
Grzejnik Łazien. TERMIX SYRIUSZ E20/50		2303			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	268.29	330.00		0	1	1			14			575 x 940											2013-07-22	
M.Grzejnik WEBERMAN V22 400x1600		2298			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	322.32	439.02	540.00		0	1	1			14			WEBERMAN											2013-07-22	
M.Grzejnik WEBERMAN V22 600x1000		2299			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	239.90	329.27	405.00		0	1	1			14			WEBERMAN											2013-07-22	
M.Grzejnik WEBERMAN V22 900x800		2300			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	289.27	398.37	490.00		0	1	1			14			WEBERMAN											2013-07-22	
Grzejnik Łazienkowy TERMIX EUROPA E24/80		2302			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	308.13	379.00		0	1	1			14			850 x 1400											2013-07-22	
M.ROCA Miska podwieszana GAP		2304			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	412.73	458.54	564.00		0	1	1			14			 A346477..0											2013-07-22	
M.ROCA Deska wolnoopadająca GAP biała		2305			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	218.70	243.09	299.00		0	1	1			14			A801472..4											2013-07-22	
M.ROCA Bat. umywalkowa L20		2307			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	112.19	239.84	295.00		0	1	1			14			 A5A3009C00											2013-07-22	
Kabina prysz. TORRENTA KDJ80/100L przej.		2308			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1087.81	1300.00	1599.00		0	1	1			14			RADAWAJ											2013-07-22	
M.Bateria umywal. pion DANTE CHILI	007802	2309			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	171.48	202.44	249.00		0	1	1			14			BDS021M											2013-07-22	
M.Bateria zlew pionowa DANTE CUBIC	007812	2310			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	237.24	267.48	329.00		0	1	1			14			BDD062											2013-07-22	
M.Zestaw prysznicowy z de.  ACTIVE RAIN		2311			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	455.28	536.59	660.00		0	1	1			14														2013-07-22	
M.Zlewozmywak Gosp. Compakt biały 60	008034	2312			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	157.69	243.09	299.00		0	1	1			14			PYRAMIS											2013-07-22	
M.ROCA Bat. wannowo prysznicowa L20		2306			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	251.98	280.49	345.00		0	1	1			14			 A5A0209C00											2013-07-22	
M.Grzejnik WEBERMAN V22 900x900		2301			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	322.32	430.89	530.00		0	1	1			14			WEBERMAN											2013-07-22	
M.OC MUFA 3/4	002038	2225			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.15	1.95	2.40		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   2	002043	2234			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	5.16	6.42	7.90		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   5/4	002046	2233			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	2.48	3.25	4.00		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   1/2	010870	2232			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.87	1.46	1.80		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   1	002041	2231			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.67	2.20	2.70		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   6/4	002047	2230			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	3.02	3.98	4.90		0	1	1			14			IDMAR											2013-07-19	
M.Mufa czarna spawalnicza  2	001093	2229			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	7.64	8.54	10.50		0	1	1			14														2013-07-19	
M.Mufa czarna spawalnicza  1/2	001092	2228			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	9	1	1	1.85	2.40	2.95		0	1	1			14														2013-07-19	
M.Mufa czarna spawalnicza  1	001091	2226			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	3.07	3.82	4.70		0	1	1			14														2013-07-19	
M.OC MUFA 5/4	002039	2224			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	2.55	3.98	4.90		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL   3/4	002044	2235			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.10	1.63	2.00		0	1	1			14			IDMAR											2013-07-19	
M.Mufa czarna spawalnicza  6/4	001096	2227			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	5.78	6.83	8.40		0	1	1			14														2013-07-19	
M.OC NYPEL RED. 1 x 3/4	028934	2236			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.87	2.68	3.30		0	1	1			14			IDMAR											2013-07-19	
M.OC NYPEL RED. 2 x 6/4	028935	2237			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	7.14	8.29	10.20		0	1	1			14			IDMAR											2013-07-19	
M.OC OBEJSCIE 1/2	028936	2238			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	3.38	3.98	4.90		0	1	1			14			IDMAR											2013-07-19	
M.OC Rura 2-stronnie gwintowana 1/2  10	002069	2239			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	33	1	1	2.14	2.68	3.30		0	1	1			14														2013-07-19	
M.OC Rura 2-stronnie gwintowana 1/2  20	002072	2240			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	2.74	3.41	4.20		0	1	1			14														2013-07-19	
M.OC Rura 2-stronnie gwintowana 3/4  10	002084	2241			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	32	1	1	2.26	2.85	3.50		0	1	1			14			IDMAR											2013-07-19	
M.OC Rura 2-stronnie gwintowana 3/4  20	002087	2242			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	19	1	1	3.49	4.47	5.50		0	1	1			14			IDMAR											2013-07-19	
M.OC Rura 2-stronnie gwintowana 1*  10	002088	2243			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	29	1	1	2.97	3.74	4.60		0	1	1			14														2013-07-19	
M.OC TRÓJNIK   1	002070	2244			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	3.17	4.23	5.20		0	1	1			14			IDMAR											2013-07-19	
M.OC MUFA 1/2	002036	2223			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.88	1.59	1.95		0	1	1			14			IDMAR											2013-07-19	
M.OC TRÓJNIK   1/2	002111	2246			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.18	1.63	2.00		0	1	1			14			IDMAR											2013-07-19	
M.Kolano hamburskie  40  (6/4)	001971	2210			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	4.88	6.10	7.50		0	1	1			14														2013-07-19	
M.OC Rura 2-stronnie gwintowana 1*  20	002097	2245			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	4.79	5.85	7.20		0	1	1			14														2013-07-19	
M.Wkład filtra  polipro.  5 mikr. (H2O0)	028876	2257			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	49	1	1	1.55	4.07	5.00		0	1	1			14			H2O0											2013-07-19	
M.OC KOLANO  2*	002073	2198			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	19	1	1	6.68	8.13	10.00		0	1	1			14			IDMAR											2013-07-19	
M.OC KOLANO   3/4	002023	2199			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	34	1	1	1.26	2.11	2.60		0	1	1			14			IDMAR											2013-07-19	
M.OC KOLANO   1*  7	002018	2200			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	2.40	3.17	3.90		0	1	1			14			IDMAR											2013-07-19	
M.OC KOLANO   1/2  7	002080	2201			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	11	1	1	1.00	2.03	2.50		0	1	1			14			IDMAR											2013-07-19	
M.OC KOLANO   6/4  7	002028	2202			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	19	1	1	6.07	8.94	11.00		0	1	1			14			IDMAR											2013-07-19	
M.OC KOLANO   5/4  7	002026	2203			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	27	1	1	4.20	6.02	7.40		0	1	1			14			IDMAR											2013-07-19	
